BEId	action	group	id	name	pharmAction	proteinId
BE0002204	substrateinducer	experimental, investigational	DB04335	Inosine	unknown	
BE0002204	inducer	approved	DB00515	Cisplatin	unknown	
BE0002204	substrate	investigational	DB06478	Porfiromycin	unknown	
BE0002204	inducer	approved	DB00041	Aldesleukin	unknown	
BE0002204	substrate	approved, investigational	DB00997	Doxorubicin	unknown	
BE0002204	substrate	approved	DB01020	Isosorbide mononitrate	no	
BE0002204	substrate	approved, investigational	DB12466	Favipiravir	no	
BE0002204	substrate	approved, investigational	DB00640	Adenosine	unknown	
BE0002204	inhibitor	approved	DB04854	Febuxostat	yes	
BE0005551		approved, investigational	DB08908	Dimethyl fumarate	unknown	
BE0005551	inhibitor	approved, investigational	DB01296	Glucosamine	unknown	
BE0008694	ligand	approved, investigational	DB11093	Calcium citrate	no	P35556
BE0008694	ligand	approved	DB11348	Calcium Phosphate	no	P35556
BE0008694		approved	DB14481	Calcium phosphate dihydrate	no	P35556
BE0002204		approved	DB03147	Flavin adenine dinucleotide	unknown	P47989
BE0002204		experimental	DB03328	Dioxo(sulfanyl)molybdenum	unknown	P47989
BE0002204	inhibitor	approved	DB00437	Allopurinol	yes	P47989
BE0002204		investigational	DB05262	Oxypurinol	unknown	P47989
BE0002204	substrate	approved, nutraceutical	DB00157	NADH	unknown	P47989
BE0002204	inhibitor	experimental, nutraceutical	DB00127	Spermine	unknown	P47989
BE0002204	substrate	approved, nutraceutical	DB00170	Menadione	unknown	P47989
BE0002204	substrate	approved, investigational, vet_approved	DB00336	Nitrofural	unknown	P47989
BE0002204	substrate	approved, investigational	DB00339	Pyrazinamide	unknown	P47989
BE0002204	inhibitor	approved, investigational	DB00746	Deferoxamine	unknown	P47989
BE0002204	modulator	approved, investigational	DB00831	Trifluoperazine	unknown	P47989
BE0002204	inhibitor	approved, investigational	DB01136	Carvedilol	unknown	P47989
BE0002204	substrate	approved, investigational	DB01168	Procarbazine	unknown	P47989
BE0002204	substrate	approved	DB01033	Mercaptopurine	unknown	P47989
BE0002204	substrate	approved	DB00993	Azathioprine	unknown	P47989
BE0002204	inhibitor	approved	DB00437	Allopurinol	unknown	P47989
BE0002204		experimental	DB01685	Topiroxostat	unknown	P47989
BE0002204		experimental	DB03841	Niraxostat	unknown	P47989
BE0002204		approved, investigational	DB00583	Levocarnitine	unknown	P47989
BE0002204	inhibitor	investigational	DB03516	Eniluracil	unknown	P47989
BE0002204	inducer	approved	DB00958	Carboplatin	unknown	P47989
BE0002204	inhibitor	approved, experimental	DB00856	Chlorphenesin	unknown	P47989
BE0002204	substrateinducer	experimental, investigational	DB04335	Inosine	unknown	P47989
BE0002204	inducer	approved	DB00515	Cisplatin	unknown	P47989
BE0002204	substrate	investigational	DB06478	Porfiromycin	unknown	P47989
BE0002204	inducer	approved	DB00041	Aldesleukin	unknown	P47989
BE0002204	substrate	approved, investigational	DB00997	Doxorubicin	unknown	P47989
BE0002204	substrate	approved	DB01020	Isosorbide mononitrate	no	P47989
BE0002204	substrate	approved, investigational	DB12466	Favipiravir	no	P47989
BE0002204	substrate	approved, investigational	DB00640	Adenosine	unknown	P47989
BE0002204	inhibitor	approved	DB04854	Febuxostat	yes	P47989
BE0000984	inhibitor	approved, investigational	DB00070	Hyaluronidase (ovine)	unknown	
BE0000984	inhibitor	approved, investigational	DB06205	Hyaluronidase (human recombinant)	unknown	
BE0000984	agonist	approved	DB10770	Foreskin fibroblast (neonatal)	unknown	
BE0000984	agonist	approved	DB10772	Foreskin keratinocyte (neonatal)	yes	
BE0000984	inducer	approved	DB01162	Terazosin	yes	
BE0000984	inhibitor	approved	DB14740	Hyaluronidase	unknown	
BE0004506		experimental	DB03316	1,4-Dioxane	unknown	
BE0005551		approved, investigational	DB08908	Dimethyl fumarate	unknown	Q04206
BE0005551	inhibitor	approved, investigational	DB01296	Glucosamine	unknown	Q04206
BE0005551	inhibitor	experimental, investigational	DB14059	SC-236	yes	Q04206
BE0003481		investigational	DB05697	Trabedersen	unknown	
BE0000984	inhibitor	approved, investigational	DB00070	Hyaluronidase (ovine)	unknown	P01137
BE0000984	inhibitor	approved, investigational	DB06205	Hyaluronidase (human recombinant)	unknown	P01137
BE0000984	agonist	approved	DB10770	Foreskin fibroblast (neonatal)	unknown	P01137
BE0000984	agonist	approved	DB10772	Foreskin keratinocyte (neonatal)	yes	P01137
BE0000984	inducer	approved	DB01162	Terazosin	yes	P01137
BE0000984	inhibitor	approved	DB14740	Hyaluronidase	unknown	P01137
BE0004506		experimental	DB03316	1,4-Dioxane	unknown	P10600
BE0003481		investigational	DB05697	Trabedersen	unknown	P61812
BE0009000		nutraceutical	DB01373	Calcium	unknown	
BE0009865	inhibitor	experimental	DB15624	Halicin	unknown	
BE0009000		nutraceutical	DB01373	Calcium	unknown	P12644
BE0001097		experimental	DB01782	Pyrazolanthrone	unknown	
BE0001097		experimental	DB02388	Cyclohexyl-{4-[5-(3,4-Dichlorophenyl)-2-Piperidin-4-Yl-3-Propyl-3h-Imidazol-4-Yl]-Pyrimidin-2-Yl}Amine	unknown	
BE0001097		experimental	DB03084	Cyclopropyl-{4-[5-(3,4-Dichlorophenyl)-2-[(1-Methyl)-Piperidin]-4-Yl-3-Propyl-3h-Imidazol-4-Yl]-Pyrimidin-2-Yl}Amine	unknown	
BE0001097		experimental	DB03623	9-(4-Hydroxyphenyl)-2,7-Phenanthroline	unknown	
BE0001097		experimental	DB04395	Phosphoaminophosphonic Acid-Adenylate Ester	unknown	
BE0001097		experimental	DB06933	N-(tert-butyl)-4-[5-(pyridin-2-ylamino)quinolin-3-yl]benzenesulfonamide	unknown	
BE0001097		experimental	DB07010	N-BENZYL-4-[4-(3-CHLOROPHENYL)-1H-PYRAZOL-3-YL]-1H-PYRROLE-2-CARBOXAMIDE	unknown	
BE0001097		experimental	DB07217	N-(3-cyano-4,5,6,7-tetrahydro-1-benzothien-2-yl)-2-fluorobenzamide	unknown	
BE0001097		experimental	DB08005	4-{[5-chloro-4-(1H-indol-3-yl)pyrimidin-2-yl]amino}-N-ethylpiperidine-1-carboxamide	unknown	
BE0001097		experimental	DB08010	(3Z)-1-[(6-fluoro-4H-1,3-benzodioxin-8-yl)methyl]-4-[(E)-2-phenylethenyl]-1H-indole-2,3-dione 3-oxime	unknown	
BE0001097		experimental	DB08011	(3E)-5-fluoro-1-[(6-fluoro-4H-1,3-benzodioxin-8-yl)methyl]-1H-indole-2,3-dione 3-oxime	unknown	
BE0001097		experimental	DB08015	(3Z)-1-[(6-fluoro-4H-1,3-benzodioxin-8-yl)methyl]-4-phenyl-1H-indole-2,3-dione 3-oxime	unknown	
BE0001097		experimental	DB08021	5-bromo-N-(3-chloro-2-(4-(prop-2-ynyl)piperazin-1-yl)phenyl)furan-2-carboxamide	unknown	
BE0001097		experimental	DB08023	N-cyclohexyl-4-imidazo[1,2-a]pyridin-3-yl-N-methylpyrimidin-2-amine	unknown	
BE0001097		experimental	DB08025	N-{2'-[(4-FLUOROPHENYL)AMINO]-4,4'-BIPYRIDIN-2-YL}-4-METHOXYCYCLOHEXANECARBOXAMIDE	unknown	
BE0001097		experimental	DB08026	2-{4-[(4-imidazo[1,2-a]pyridin-3-ylpyrimidin-2-yl)amino]piperidin-1-yl}-N-methylacetamide	unknown	
BE0001097		experimental	DB08555	1-(3-bromophenyl)-7-chloro-6-methoxy-3,4-dihydroisoquinoline	unknown	
BE0001097	inhibitor	approved, investigational	DB12010	Fostamatinib	unknown	
BE0009865		experimental	DB01782	Pyrazolanthrone	unknown	P45983
BE0009865		experimental	DB07218	6-CHLORO-9-HYDROXY-1,3-DIMETHYL-1,9-DIHYDRO-4H-PYRAZOLO[3,4-B]QUINOLIN-4-ONE	unknown	P45983
BE0009865		experimental	DB07268	2-({2-[(3-HYDROXYPHENYL)AMINO]PYRIMIDIN-4-YL}AMINO)BENZAMIDE	unknown	P45983
BE0009865		experimental	DB07272	N-(4-AMINO-5-CYANO-6-ETHOXYPYRIDIN-2-YL)-2-(4-BROMO-2,5-DIMETHOXYPHENYL)ACETAMIDE	unknown	P45983
BE0009865		experimental	DB07276	5-CYANO-N-(2,5-DIMETHOXYBENZYL)-6-ETHOXYPYRIDINE-2-CARBOXAMIDE	unknown	P45983
BE0009865		experimental	DB07845	2-fluoro-6-{[2-({2-methoxy-4-[(methylsulfonyl)methyl]phenyl}amino)-7H-pyrrolo[2,3-d]pyrimidin-4-yl]amino}benzamide	unknown	P45983
BE0009865	modulator	approved	DB00675	Tamoxifen	unknown	P45983
BE0009865	inhibitor	approved, investigational	DB01017	Minocycline	unknown	P45983
BE0009865	inhibitor	experimental	DB15624	Halicin	unknown	P45983
BE0009865		experimental	DB01782	Pyrazolanthrone	unknown	P53779
BE0009865		experimental	DB02388	Cyclohexyl-{4-[5-(3,4-Dichlorophenyl)-2-Piperidin-4-Yl-3-Propyl-3h-Imidazol-4-Yl]-Pyrimidin-2-Yl}Amine	unknown	P53779
BE0009865		experimental	DB03084	Cyclopropyl-{4-[5-(3,4-Dichlorophenyl)-2-[(1-Methyl)-Piperidin]-4-Yl-3-Propyl-3h-Imidazol-4-Yl]-Pyrimidin-2-Yl}Amine	unknown	P53779
BE0009865		experimental	DB03623	9-(4-Hydroxyphenyl)-2,7-Phenanthroline	unknown	P53779
BE0009865		experimental	DB04395	Phosphoaminophosphonic Acid-Adenylate Ester	unknown	P53779
BE0009865		experimental	DB06933	N-(tert-butyl)-4-[5-(pyridin-2-ylamino)quinolin-3-yl]benzenesulfonamide	unknown	P53779
BE0009865		experimental	DB07010	N-BENZYL-4-[4-(3-CHLOROPHENYL)-1H-PYRAZOL-3-YL]-1H-PYRROLE-2-CARBOXAMIDE	unknown	P53779
BE0009865		experimental	DB07217	N-(3-cyano-4,5,6,7-tetrahydro-1-benzothien-2-yl)-2-fluorobenzamide	unknown	P53779
BE0009865		experimental	DB08005	4-{[5-chloro-4-(1H-indol-3-yl)pyrimidin-2-yl]amino}-N-ethylpiperidine-1-carboxamide	unknown	P53779
BE0009865		experimental	DB08010	(3Z)-1-[(6-fluoro-4H-1,3-benzodioxin-8-yl)methyl]-4-[(E)-2-phenylethenyl]-1H-indole-2,3-dione 3-oxime	unknown	P53779
BE0009865		experimental	DB08011	(3E)-5-fluoro-1-[(6-fluoro-4H-1,3-benzodioxin-8-yl)methyl]-1H-indole-2,3-dione 3-oxime	unknown	P53779
BE0009865		experimental	DB08015	(3Z)-1-[(6-fluoro-4H-1,3-benzodioxin-8-yl)methyl]-4-phenyl-1H-indole-2,3-dione 3-oxime	unknown	P53779
BE0009865		experimental	DB08021	5-bromo-N-(3-chloro-2-(4-(prop-2-ynyl)piperazin-1-yl)phenyl)furan-2-carboxamide	unknown	P53779
BE0009865		experimental	DB08023	N-cyclohexyl-4-imidazo[1,2-a]pyridin-3-yl-N-methylpyrimidin-2-amine	unknown	P53779
BE0009865		experimental	DB08025	N-{2'-[(4-FLUOROPHENYL)AMINO]-4,4'-BIPYRIDIN-2-YL}-4-METHOXYCYCLOHEXANECARBOXAMIDE	unknown	P53779
BE0009865		experimental	DB08026	2-{4-[(4-imidazo[1,2-a]pyridin-3-ylpyrimidin-2-yl)amino]piperidin-1-yl}-N-methylacetamide	unknown	P53779
BE0009865		experimental	DB08555	1-(3-bromophenyl)-7-chloro-6-methoxy-3,4-dihydroisoquinoline	unknown	P53779
BE0009865	inhibitor	approved, investigational	DB12010	Fostamatinib	unknown	P53779
BE0009865	inhibitor	approved, investigational	DB01017	Minocycline	unknown	P53779
BE0009865	inhibitor	experimental	DB15624	Halicin	unknown	P53779
BE0009865		experimental	DB07020	N-{3-[5-(1H-1,2,4-triazol-3-yl)-1H-indazol-3-yl]phenyl}furan-2-carboxamide	unknown	P45984
BE0009865	inhibitor	approved, investigational	DB12010	Fostamatinib	unknown	P45984
BE0009865	inhibitor	approved, investigational	DB01017	Minocycline	unknown	P45984
BE0009865	inhibitor	experimental	DB15624	Halicin	unknown	P45984
BE0003790		experimental	DB01782	Pyrazolanthrone	unknown	
BE0003790		experimental	DB07218	6-CHLORO-9-HYDROXY-1,3-DIMETHYL-1,9-DIHYDRO-4H-PYRAZOLO[3,4-B]QUINOLIN-4-ONE	unknown	
BE0003790		experimental	DB07268	2-({2-[(3-HYDROXYPHENYL)AMINO]PYRIMIDIN-4-YL}AMINO)BENZAMIDE	unknown	
BE0003790		experimental	DB07272	N-(4-AMINO-5-CYANO-6-ETHOXYPYRIDIN-2-YL)-2-(4-BROMO-2,5-DIMETHOXYPHENYL)ACETAMIDE	unknown	
BE0003790		experimental	DB07276	5-CYANO-N-(2,5-DIMETHOXYBENZYL)-6-ETHOXYPYRIDINE-2-CARBOXAMIDE	unknown	
BE0003790		experimental	DB07845	2-fluoro-6-{[2-({2-methoxy-4-[(methylsulfonyl)methyl]phenyl}amino)-7H-pyrrolo[2,3-d]pyrimidin-4-yl]amino}benzamide	unknown	
BE0003790	modulator	approved	DB00675	Tamoxifen	unknown	
BE0003772		experimental	DB07020	N-{3-[5-(1H-1,2,4-triazol-3-yl)-1H-indazol-3-yl]phenyl}furan-2-carboxamide	unknown	
BE0003772	inhibitor	approved, investigational	DB12010	Fostamatinib	unknown	
BE0003790		experimental	DB01782	Pyrazolanthrone	unknown	P45983
BE0003790		experimental	DB07218	6-CHLORO-9-HYDROXY-1,3-DIMETHYL-1,9-DIHYDRO-4H-PYRAZOLO[3,4-B]QUINOLIN-4-ONE	unknown	P45983
BE0003790		experimental	DB07268	2-({2-[(3-HYDROXYPHENYL)AMINO]PYRIMIDIN-4-YL}AMINO)BENZAMIDE	unknown	P45983
BE0003790		experimental	DB07272	N-(4-AMINO-5-CYANO-6-ETHOXYPYRIDIN-2-YL)-2-(4-BROMO-2,5-DIMETHOXYPHENYL)ACETAMIDE	unknown	P45983
BE0003790		experimental	DB07276	5-CYANO-N-(2,5-DIMETHOXYBENZYL)-6-ETHOXYPYRIDINE-2-CARBOXAMIDE	unknown	P45983
BE0003790		experimental	DB07845	2-fluoro-6-{[2-({2-methoxy-4-[(methylsulfonyl)methyl]phenyl}amino)-7H-pyrrolo[2,3-d]pyrimidin-4-yl]amino}benzamide	unknown	P45983
BE0003790	modulator	approved	DB00675	Tamoxifen	unknown	P45983
BE0003790	inhibitor	approved, investigational	DB01017	Minocycline	unknown	P45983
BE0003790	inhibitor	experimental	DB15624	Halicin	unknown	P45983
BE0001097		experimental	DB01782	Pyrazolanthrone	unknown	P53779
BE0001097		experimental	DB02388	Cyclohexyl-{4-[5-(3,4-Dichlorophenyl)-2-Piperidin-4-Yl-3-Propyl-3h-Imidazol-4-Yl]-Pyrimidin-2-Yl}Amine	unknown	P53779
BE0001097		experimental	DB03084	Cyclopropyl-{4-[5-(3,4-Dichlorophenyl)-2-[(1-Methyl)-Piperidin]-4-Yl-3-Propyl-3h-Imidazol-4-Yl]-Pyrimidin-2-Yl}Amine	unknown	P53779
BE0001097		experimental	DB03623	9-(4-Hydroxyphenyl)-2,7-Phenanthroline	unknown	P53779
BE0001097		experimental	DB04395	Phosphoaminophosphonic Acid-Adenylate Ester	unknown	P53779
BE0001097		experimental	DB06933	N-(tert-butyl)-4-[5-(pyridin-2-ylamino)quinolin-3-yl]benzenesulfonamide	unknown	P53779
BE0001097		experimental	DB07010	N-BENZYL-4-[4-(3-CHLOROPHENYL)-1H-PYRAZOL-3-YL]-1H-PYRROLE-2-CARBOXAMIDE	unknown	P53779
BE0001097		experimental	DB07217	N-(3-cyano-4,5,6,7-tetrahydro-1-benzothien-2-yl)-2-fluorobenzamide	unknown	P53779
BE0001097		experimental	DB08005	4-{[5-chloro-4-(1H-indol-3-yl)pyrimidin-2-yl]amino}-N-ethylpiperidine-1-carboxamide	unknown	P53779
BE0001097		experimental	DB08010	(3Z)-1-[(6-fluoro-4H-1,3-benzodioxin-8-yl)methyl]-4-[(E)-2-phenylethenyl]-1H-indole-2,3-dione 3-oxime	unknown	P53779
BE0001097		experimental	DB08011	(3E)-5-fluoro-1-[(6-fluoro-4H-1,3-benzodioxin-8-yl)methyl]-1H-indole-2,3-dione 3-oxime	unknown	P53779
BE0001097		experimental	DB08015	(3Z)-1-[(6-fluoro-4H-1,3-benzodioxin-8-yl)methyl]-4-phenyl-1H-indole-2,3-dione 3-oxime	unknown	P53779
BE0001097		experimental	DB08021	5-bromo-N-(3-chloro-2-(4-(prop-2-ynyl)piperazin-1-yl)phenyl)furan-2-carboxamide	unknown	P53779
BE0001097		experimental	DB08023	N-cyclohexyl-4-imidazo[1,2-a]pyridin-3-yl-N-methylpyrimidin-2-amine	unknown	P53779
BE0001097		experimental	DB08025	N-{2'-[(4-FLUOROPHENYL)AMINO]-4,4'-BIPYRIDIN-2-YL}-4-METHOXYCYCLOHEXANECARBOXAMIDE	unknown	P53779
BE0001097		experimental	DB08026	2-{4-[(4-imidazo[1,2-a]pyridin-3-ylpyrimidin-2-yl)amino]piperidin-1-yl}-N-methylacetamide	unknown	P53779
BE0001097		experimental	DB08555	1-(3-bromophenyl)-7-chloro-6-methoxy-3,4-dihydroisoquinoline	unknown	P53779
BE0001097	inhibitor	approved, investigational	DB12010	Fostamatinib	unknown	P53779
BE0001097	inhibitor	approved, investigational	DB01017	Minocycline	unknown	P53779
BE0001097	inhibitor	experimental	DB15624	Halicin	unknown	P53779
BE0003722	inverse agonist	approved, investigational, withdrawn	DB00197	Troglitazone	no	
BE0003722		experimental	DB06833	1-CYCLOHEXYL-N-{[1-(4-METHYLPHENYL)-1H-INDOL-3-YL]METHYL}METHANAMINE	unknown	
BE0003722		experimental	DB06732	beta-Naphthoflavone	unknown	
BE0003722		approved, investigational	DB00255	Diethylstilbestrol	unknown	
BE0003722	agonist	approved, experimental	DB07776	Flavone	unknown	
BE0003722	agonist	investigational	DB01645	Genistein	unknown	
BE0003722	inhibitor	investigational	DB04468	Afimoxifene	unknown	
BE0003772		experimental	DB07020	N-{3-[5-(1H-1,2,4-triazol-3-yl)-1H-indazol-3-yl]phenyl}furan-2-carboxamide	unknown	P45984
BE0003772	inhibitor	approved, investigational	DB12010	Fostamatinib	unknown	P45984
BE0003772	inhibitor	approved, investigational	DB01017	Minocycline	unknown	P45984
BE0003772	inhibitor	experimental	DB15624	Halicin	unknown	P45984
BE0002409		experimental	DB07821	(1R)-1,2,2-trimethylpropyl (R)-methylphosphinate	unknown	
BE0002409		investigational	DB05119	Rilapladib	unknown	
BE0003722	inverse agonist	approved, investigational, withdrawn	DB00197	Troglitazone	no	P11474
BE0003722		experimental	DB06833	1-CYCLOHEXYL-N-{[1-(4-METHYLPHENYL)-1H-INDOL-3-YL]METHYL}METHANAMINE	unknown	P11474
BE0003722		experimental	DB06732	beta-Naphthoflavone	unknown	P11474
BE0003722		approved, investigational	DB00255	Diethylstilbestrol	unknown	P11474
BE0003722	agonist	approved, experimental	DB07776	Flavone	unknown	P11474
BE0003722	agonist	investigational	DB01645	Genistein	unknown	P11474
BE0003722	inhibitor	investigational	DB04468	Afimoxifene	unknown	P11474
BE0000854	inhibitor	approved, investigational	DB01261	Sitagliptin	yes	
BE0000854		experimental	DB01884	2-Amino-3-Methyl-1-Pyrrolidin-1-Yl-Butan-1-One	unknown	
BE0000854		experimental	DB02004	5-(Aminomethyl)-6-(2,4-Dichlorophenyl)-2-(3,5-Dimethoxyphenyl)Pyrimidin-4-Amine	unknown	
BE0000854		experimental	DB04491	Diisopropylphosphono Group	unknown	
BE0000854		experimental	DB03253	(2s)-Pyrrolidin-2-Ylmethylamine	unknown	
BE0000854	inhibitor	approved, investigational	DB04876	Vildagliptin	yes	
BE0000854		investigational	DB05001	PSN9301	unknown	
BE0000854		investigational	DB11723	Dutogliptin	unknown	
BE0000854		investigational	DB06127	Bisegliptin	unknown	
BE0000854		investigational	DB06011	AMG-222	unknown	
BE0000854	inhibitor	approved	DB06203	Alogliptin	yes	
BE0000854	inhibitor	approved	DB06335	Saxagliptin	yes	
BE0000854	inhibitor	approved	DB01076	Atorvastatin	unknown	
BE0000854		experimental	DB04577	1-(1-phenylcyclopentyl)methylamine	unknown	
BE0000854		experimental	DB04578	(S)-2-[(R)-3-amino-4-(2-fluorophenyl)butyryl]-1,2,3,4-tetrahydroisoquinoline-3-carboxamide	unknown	
BE0000854		experimental	DB06880	(1S)-2-[(2S,5R)-2-(AMINOMETHYL)-5-PROP-1-YN-1-YLPYRROLIDIN-1-YL]-1-CYCLOPENTYL-2-OXOETHANAMINE	unknown	
BE0000854		experimental	DB06939	N-(TRANS-4-{(1S,2S)-2-AMINO-3-[(3S)-3-FLUOROPYRROLIDIN-1-YL]-1-METHYL-3-OXOPROPYL}CYCLOHEXYL)-N-METHYLACETAMIDE	unknown	
BE0000854		experimental	DB06993	(2S,3S)-4-cyclopropyl-3-{(3R,5R)-3-[2-fluoro-4-(methylsulfonyl)phenyl]-1,2,4-oxadiazolidin-5-yl}-1-[(3S)-3-fluoropyrrolidin-1-yl]-1-oxobutan-2-amine	unknown	
BE0000854		experimental	DB06994	(2S,3S)-3-{3-[2-chloro-4-(methylsulfonyl)phenyl]-1,2,4-oxadiazol-5-yl}-1-cyclopentylidene-4-cyclopropyl-1-fluorobutan-2-amine	unknown	
BE0000854		experimental	DB07015	(3R,4R)-4-(pyrrolidin-1-ylcarbonyl)-1-(quinoxalin-2-ylcarbonyl)pyrrolidin-3-amine	unknown	
BE0000854		experimental	DB07021	(7R,8R)-8-(2,4,5-trifluorophenyl)-6,7,8,9-tetrahydroimidazo[1,2-a:4,5-c']dipyridin-7-amine	unknown	
BE0000854		experimental	DB07067	(2S,3S)-3-{3-[4-(METHYLSULFONYL)PHENYL]-1,2,4-OXADIAZOL-5-YL}-1-OXO-1-PYRROLIDIN-1-YLBUTAN-2-AMINE	unknown	
BE0000854		experimental	DB07072	(1S,2R,5S)-5-[3-(TRIFLUOROMETHYL)-5,6-DIHYDRO[1,2,4]TRIAZOLO[4,3-A]PYRAZIN-7(8H)-YL]-2-(2,4,5-TRIFLUOROPHENYL)CYCLOHEXANAMINE	unknown	
BE0000854		experimental	DB07081	(2R)-4-[(8R)-8-METHYL-2-(TRIFLUOROMETHYL)-5,6-DIHYDRO[1,2,4]TRIAZOLO[1,5-A]PYRAZIN-7(8H)-YL]-4-OXO-1-(2,4,5-TRIFLUOROPHENYL)BUTAN-2-AMINE	unknown	
BE0000854		experimental	DB07092	(2S,3S)-3-AMINO-4-(3,3-DIFLUOROPYRROLIDIN-1-YL)-N,N-DIMETHYL-4-OXO-2-(TRANS-4-[1,2,4]TRIAZOLO[1,5-A]PYRIDIN-6-YLCYCLOHEXYL)BUTANAMIDE	unknown	
BE0000854		experimental	DB07135	(2S,3S)-3-AMINO-4-[(3S)-3-FLUOROPYRROLIDIN-1-YL]-N,N-DIMETHYL-4-OXO-2-(TRANS-4-[1,2,4]TRIAZOLO[1,5-A]PYRIDIN-5-YLCYCLOHEXYL)BUTANAMIDE	unknown	
BE0000854		experimental	DB07154	(3R)-4-[(3R)-3-AMINO-4-(2,4,5-TRIFLUOROPHENYL)BUTANOYL]-3-METHYL-1,4-DIAZEPAN-2-ONE	unknown	
BE0000854		experimental	DB07181	4'-[(1R)-1-amino-2-(2,5-difluorophenyl)ethyl]biphenyl-3-carboxamide	unknown	
BE0000854		experimental	DB07193	(2R,3R)-7-(methylsulfonyl)-3-(2,4,5-trifluorophenyl)-1,2,3,4-tetrahydropyrido[1,2-a]benzimidazol-2-amine	unknown	
BE0000854		experimental	DB07239	7-(aminomethyl)-6-(2-chlorophenyl)-1-methyl-1H-benzimidazole-5-carbonitrile	unknown	
BE0000854		experimental	DB07271	4-[(3R)-3-Amino-4-(2,4,5-trifluorophenyl)butanoyl]-3-(2,2,2-trifluoroethyl)-1,4-diazepan-2-one	unknown	
BE0000854		experimental	DB07328	METHYL 4-{[({[(2R,5S)-5-{[(2S)-2-(AMINOMETHYL)PYRROLIDIN-1-YL]CARBONYL}PYRROLIDIN-2-YL]METHYL}AMINO)CARBONYL]AMINO}BENZOATE	unknown	
BE0000854		experimental	DB07356	(1S)-2-[(2S,5R)-2-(AMINOMETHYL)-5-ETHYNYLPYRROLIDIN-1-YL]-1-CYCLOPENTYL-2-OXOETHANAMINE	unknown	
BE0000854		experimental	DB07412	1-biphenyl-2-ylmethanamine	unknown	
BE0000854		experimental	DB07465	(1S,3S,5S)-2-{(2S)-2-amino-2-[(1R,3S,5R,7S)-3-hydroxytricyclo[3.3.1.1~3,7~]dec-1-yl]acetyl}-2-azabicyclo[3.1.0]hexane-3-carbonitrile	unknown	
BE0000854		experimental	DB07482	(2R)-N-[(2R)-2-(DIHYDROXYBORYL)-1-L-PROLYLPYRROLIDIN-2-YL]-N-[(5R)-5-(DIHYDROXYBORYL)-1-L-PROLYLPYRROLIDIN-2-YL]-L-PROLINAMIDE	unknown	
BE0000854		experimental	DB07666	(3R,4S)-1-{6-[3-(METHYLSULFONYL)PHENYL]PYRIMIDIN-4-YL}-4-(2,4,5-TRIFLUOROPHENYL)PYRROLIDIN-3-AMINE	unknown	
BE0000854		experimental	DB07779	N-({(2S)-1-[(3R)-3-AMINO-4-(2-FLUOROPHENYL)BUTANOYL]PYRROLIDIN-2-YL}METHYL)BENZAMIDE	unknown	
BE0000854		experimental	DB07830	(4R,5R)-5-AMINO-1-[2-(1,3-BENZODIOXOL-5-YL)ETHYL]-4-(2,4,5-TRIFLUOROPHENYL)PIPERIDIN-2-ONE	unknown	
BE0000854		experimental	DB07851	(3R,4S)-1-(3,4-DIMETHOXYPHENYL)-3-(3-METHYLPHENYL)PIPERIDIN-4-AMINE	unknown	
BE0000854		experimental	DB08024	1-[2-(S)-AMINO-3-BIPHENYL-4-YL-PROPIONYL]-PYRROLIDINE-2-(S)-CARBONITRILE	unknown	
BE0000854		experimental	DB08044	ABT-341	unknown	
BE0000854		experimental	DB08051	(2R)-4-(2-BENZOYL-1,2-DIAZEPAN-1-YL)-4-OXO-1-(2,4,5-TRIFLUOROPHENYL)BUTAN-2-AMINE	unknown	
BE0000854		experimental	DB08164	(3R,4R)-1-{6-[3-(METHYLSULFONYL)PHENYL]PYRIMIDIN-4-YL}-4-(2,4,5-TRIFLUOROPHENYL)PIPERIDIN-3-AMINE	unknown	
BE0000854		investigational	DB08382	Gosogliptin	yes	
BE0000854		experimental	DB03660	4-Iodo-L-phenylalanine	unknown	
BE0000854		experimental	DB08429	N-({(2S)-1-[(3R)-3-amino-4-(3-chlorophenyl)butanoyl]pyrrolidin-2-yl}methyl)-3-(methylsulfonyl)benzamide	unknown	
BE0000854		experimental	DB08445	(3R,4S)-1-[6-(6-METHOXYPYRIDIN-3-YL)PYRIMIDIN-4-YL]-4-(2,4,5-TRIFLUOROPHENYL)PYRROLIDIN-3-AMINE	unknown	
BE0000854		experimental	DB08504	6-(4-{(1S,2S)-2-AMINO-1-[(DIMETHYLAMINO)CARBONYL]-3-[(3S)-3-FLUOROPYRROLIDIN-1-YL]-3-OXOPROPYL}PHENYL)-1H-[1,2,4]TRIAZOLO[1,5-A]PYRIDIN-4-IUM	unknown	
BE0000854		experimental	DB08530	7-BENZYL-1,3-DIMETHYL-8-PIPERAZIN-1-YL-3,7-DIHYDRO-PURINE-2,6-DIONE	unknown	
BE0000854		experimental	DB08588	2-({2-[(3R)-3-AMINOPIPERIDIN-1-YL]-4-OXOQUINAZOLIN-3(4H)-YL}METHYL)BENZONITRILE	unknown	
BE0000854		experimental	DB08672	4-[(3R)-3-{[2-(4-FLUOROPHENYL)-2-OXOETHYL]AMINO}BUTYL]BENZAMIDE	unknown	
BE0000854		experimental	DB08743	2-({8-[(3R)-3-AMINOPIPERIDIN-1-YL]-1,3-DIMETHYL-2,6-DIOXO-1,2,3,6-TETRAHYDRO-7H-PURIN-7-YL}METHYL)BENZONITRILE	unknown	
