canonicalSmiles	chemicalProperties.Complexity	chemicalProperties.Compound Is Canonicalized	chemicalProperties.Covalently-Bonded Unit Count	chemicalProperties.Defined Atom Stereocenter Count	chemicalProperties.Defined Bond Stereocenter Count	chemicalProperties.Exact Mass	chemicalProperties.Formal Charge	chemicalProperties.Heavy Atom Count	chemicalProperties.Hydrogen Bond Acceptor Count	chemicalProperties.Hydrogen Bond Donor Count	chemicalProperties.Isotope Atom Count	chemicalProperties.Molecular Weight	chemicalProperties.Monoisotopic Mass	chemicalProperties.Rotatable Bond Count	chemicalProperties.Topological Polar Surface Area	chemicalProperties.Undefined Atom Stereocenter Count	chemicalProperties.Undefined Bond Stereocenter Count	chemicalProperties.XLogP3	chemicalProperties.XLogP3-AA	cid	inChIKey	maxPhase	molecularFormula	synonyms
C=CCN1C2=C(C=CC=C2C(F)(F)F)C(=C3C=CC(=O)C=C3O)N1	649	Yes	1	0	1	334.09291215	0	24	7	2	0	334.29	334.09291215	2	52.6 A^2	0	0		3.5	46870043	MCVLNTFJWNGGHQ-RVDMUPIBSA-N		C17H13F3N2O2	
CC1=C(C=C(C=C1)C(=O)NC)NC2=C3C=NN(C3=NC=N2)C4=CC=CC=C4	511	Yes	1	0	0	358.15420922	0	27	5	2	0	358.4	358.15420922	4	84.7 Å²	0	0		3.4	23400214	OYTBZXSFNNAVKU-UHFFFAOYSA-N		C20H18N6O	N,4-dimethyl-3-[(1-phenyl-1H-pyrazolo[3,4-d]pyrimidin-4-yl)amino]benzamide;!CHEMBL410668;!3cg2;!3l8x;!BDBM50331619
CCC(=O)NS(=O)(=O)C1=CC=C(C=C1)C2=C(ON=C2C3=CC=CC=C3)C	575	Yes	1	0	0	370.09872823	0	26	5	1	0	370.4	370.09872823	5	97.6 Å²	0	0		3.3	119828	TZRHLKRLEZJVIJ-UHFFFAOYSA-N		C19H18N2O4S	
C1=CC(=CC=C1N2C3=C4C=NN=C4C=CC3=C(N2)C(=O)N)S(=O)(=O)N	898	Yes	1	0	0	356.06915944	0	25	8	3	0	356.4	356.06915944	3	152 Å²	0	0		0	5331010	BMHIIUZLKDDAPX-UHFFFAOYSA-N		C15H12N6O3S	1-[4-(AMINOSULFONYL)PHENYL]-1,6-DIHYDROPYRAZOLO[3,4-E]INDAZOLE-3-CARBOXAMIDE;!586353-99-3;!SBC;!BDBM7167;!CHEMBL360520
C1=CC(=CC(=C1)S(=O)(=O)NC2=CC(=NN2C3=CC=C(C=C3)F)C4=CC=CS4)F	625	Yes	1	0	0	417.04172534	0	28	7	1	0	417.5	417.04172534	5	101 Å²	0	0		4.3	2742752	GULUFDCOGAXLEP-UHFFFAOYSA-N		C19H13F2N3O2S2	3-FLUORO-N-[1-(4-FLUOROPHENYL)-3-(2-THIENYL)-1H-PYRAZOL-5-YL]BENZENESULFONAMIDE;!CHEMBL378160;!3-fluoro-N-(1-(4-fluorophenyl)-3-(2-thienyl)-1H-pyrazol-5-yl)benzenesulfonamide;!2g0g;!Oprea1_451605
																								
CC(C)S(=O)(=O)C1=CC=C(C=C1)C2=CN=C(C(=N2)C3=CC(=NO3)C4=CC=C(C=C4)CNC)N	714	Yes	1	0	0	463.16781085	0	33	8	2	0	463.6	463.16781085	7	132 Å²	0	0		2.3	59472121	JZCWLJDSIRUGIN-UHFFFAOYSA-N		C24H25N5O3S	VE-822;!1232416-25-9;!Berzosertib;!VX-970;!VE822
CC1=CC(=CC=C1)N2C(=C(C=C(C2=O)C(=O)NCC3=NC=C(C=C3)S(=O)(=O)C)C4=CC=NN4C)C	1000	Yes	1	0	0	491.16272547	0	35	6	1	0	491.6	491.16272547	6	123 Å²	0	0		1.9	71587812	YJEYBWGLNFHFFA-UHFFFAOYSA-N		C25H25N5O4S	491.6
C1=CC(=CC=C1C2=NC3=C(C=NN3C(=C2)C(F)(F)F)C#CC4=CN=C(C=C4)N)C(F)(F)F	720	Yes	1	0	0	447.09186434	0	32	10	1	0	447.3	447.09186434	3	69.1 Å²	0	0		4.4	71533696	DMJHZVARRXJSEG-UHFFFAOYSA-N		C21H11F6N5	Decoglurant;!911115-16-7;!5-((7-(Trifluoromethyl)-5-(4-(trifluoromethyl)phenyl)pyrazolo[1,5-a]pyrimidin-3-yl)ethynyl)pyridin-2-amine;!UNII-5VX4P0JKC5;!5VX4P0JKC5
CCOC1=CC=C(C=C1)C2=NN3C(=C2C4=CC=C(C=C4)S(=O)(=O)C)C=CC=N3	607	Yes	1	0	0	393.11471265	0	28	5	0	0	393.5	393.11471265	5	81.9 Å²	0	0		3.5	9832687	NXMZBNYLCVTRGB-UHFFFAOYSA-N		C21H19N3O3S	221148-46-5;!GW-406381;!GW 406381;!GW406381;!GW 406381X
CC1=C(C2=C(N1CC3=C(C=C(C=C3)S(=O)(=O)C)C(F)(F)F)N=CC=C2)CC(=O)O	709	Yes	1	0	0	426.08611269	0	29	8	1	0	426.4	426.08611269	5	97.6 Å²	0	0		2.8	23582412	GFPPXZDRVCSVNR-UHFFFAOYSA-N		C19H17F3N2O4S	Fevipiprant;!872365-14-5;!NVP-QAW039;!QAW039;!UNII-2PEX5N7DQ4
CCOC1=CC=C(C=C1)C2=CC(=CN2C3=CC=C(C=C3)S(=O)(=O)N)C	517	Yes	1	0	0	356.11946368	0	25	4	1	0	356.4	356.11946368	5	82.7 Å²	0	0		3.2	9820073	JTMITOKKUMVWRT-UHFFFAOYSA-N		C19H20N2O3S	Apricoxib;!197904-84-0;!UNII-5X5HB3VZ3Z;!TG01;!CS-706
CC(=O)N(C)C1=CC=CC(=C1)C2=CC=NC3=C(C=NN23)C(=O)C4=CC=CS4	574	Yes	1	0	0	376.09939694	0	27	5	0	0	376.4	376.09939694	4	95.8 Å²	0	0	2.3		6450813	CBIAWPMZSFFRGN-UHFFFAOYSA-N		C20H16N4O2S	Indiplon;!325715-02-4;!NBI 34060;!Indiplon-d3;!NBI-34060
CC1=NC2=C(N1)C=C(C=C2)N3C(=C(C=N3)C(=O)C4=CC5=CC=CC=C5N4)N	573	Yes	1	0	0	356.13855916	0	27	4	3	0	356.4	356.13855916	3	105 Å²	0	0		3.9	66555680	BEMNJULZEQTDJY-UHFFFAOYSA-N		C20H16N6O	1265229-25-1;!CH5183284;!Debio-1347;!CH-5183284;!CH5183284 (Debio-1347)
																								
																								
																								
																								
																								
																								
																								
																								
																								
COC1C(CC2CN3CCC4=C(C3CC2C1C(=O)OC)NC5=C4C=CC(=C5)OC)OC(=O)C6=CC(=C(C(=C6)OC)OC)OC	1000	Yes	1	6	0	608.27338086	0	44	10	1	0	608.7	608.27338086	10	118 Å²	0	0		4	5770	QEVHRUUCFGRFIF-MDEJGZGSSA-N		C33H40N2O9	
CC1=C(C2=C(N1C(=O)C3=CC=C(C=C3)Cl)C=CC(=C2)OC)CC(=O)O	506	Yes	1	0	0	357.0767857	0	25	4	1	0	357.8	357.0767857	4	68.5 Å²	0	0	4.3		3715	CGIGDMFJXJATDK-UHFFFAOYSA-N		C19H16ClNO4	
CC1OCC2C(O1)C(C(C(O2)OC3C4COC(=O)C4C(C5=CC6=C(C=C35)OCO6)C7=CC(=C(C(=C7)OC)O)OC)O)O	969	Yes	1	10	0	588.18429107	0	42	13	3	0	588.6	588.18429107	5	161 Å²	0	0	0.6		36462	VJJPUSNTGOMMGY-MRVIYFEKSA-N		C29H32O13	
CN1CC(=O)N2C(C1=O)CC3=C(C2C4=CC5=C(C=C4)OCO5)NC6=CC=CC=C36	702	Yes	1	2	0	389.13755610	0	29	4	1	0	389.4	389.13755610	1	74.9 Å²	0	0		2.3	110635	WOXKDUGGOYFFRN-IIBYNOLFSA-N		C22H19N3O4	
CCN1C2=CC3=C(C=C2C(=O)C(=N1)C(=O)O)OCO3	449	Yes	1	0	0	262.05897142	0	19	7	1	0	262.22	262.05897142	2	88.4 Å²	0	0		2.1	2762	VDUWPHTZYNWKRN-UHFFFAOYSA-N		C12H10N2O5	
COC1C(CC2CN3CCC4=C(C3CC2C1C(=O)OC)NC5=CC=CC=C45)OC(=O)C6=CC(=C(C(=C6)OC)OC)OC	953	Yes	1	6	0	578.26281617	0	42	9	1	0	578.7	578.26281617	9	109 Å²	0	0	4.1		8550	CVBMAZKKCSYWQR-WCGOZPBSSA-N		C32H38N2O8	DESERPIDINE;!131-01-1;!Harmonyl;!Recanescin;!Raunormine
CCC1=CC(=C2C(=C(NN2)C(=O)O)C3=CC4=C(C=C3)OCO4)C(=O)C=C1O	822	Yes	1	0	1	368.10083623	0	27	8	4	0	368.3	368.10083623	3	117 A^2	0	0		2.2	5326934	ZHTUGGIHHORJNE-BOPFTXTBSA-N		C19H16N2O6	
COC1=C(C2=C[N+]3=C(C=C2C=C1)C4=CC5=C(C=C4CC3)OCO5)OC	488	Yes	1	0	0	336.12358306	1	25	4	0	0	336.4	336.12358306	2	40.8 Å²	0	0		3.6	2353	YBHILYKTIRIUTE-UHFFFAOYSA-N		C20H18NO4+	berberine;!2086-83-1;!Umbellatine;!Berberin;!Berbericine
																								
																								
CCC1=C(C(=NC(=N1)N)N)C2=CC3=C(C=C2)C4=CC=CC=C4N3CCCOC	505	Yes	1	0	0	375.20591044	0	28	5	2	0	375.5	375.20591044	6	92 Å²	0	0		3.5	6914626	MLSVRCGEBXIIQO-UHFFFAOYSA-N		C22H25N5O	6-ETHYL-5-[9-(3-METHOXYPROPYL)-9H-CARBAZOL-2-YL]PYRIMIDINE-2,4-DIAMINE;!2IG;!SCHEMBL21067405;!BDBM18039;!DB06967
COC1=CC=CC=C1C2=CC3=C(C4=C(N3CCCO)C=CC(=C4)O)C5=C2C(=O)NC5=O	702	Yes	1	0	0	416.13722174	0	31	5	3	0	416.4	416.13722174	5	101 Å²	0	0		3	10364585	AOGOZJCRIFBTTN-UHFFFAOYSA-N		C24H20N2O5	9-hydroxy-6-(3-hydroxypropyl)-4-(2-methoxyphenyl)pyrrolo[3,4-c]carbazole-1,3(2H,6H)-dione;!2io6;!CHEMBL512341;!SCHEMBL5828390;!BDBM50245497
COC1=C(C=C2C3=C(C4=CC5=C(C=C4C3)OCO5)[NH+]=CC2=C1)OC	474	Yes	1	0	0	322.10793299	1	24	4	1	0	322.3	322.10793299	2	51.1 Å²	0	0		3.7	5287652	LXDREMZQGAILJU-UHFFFAOYSA-O		C19H16NO4+	2,3-DIMETHOXY-12H-[1,3]DIOXOLO[5,6]INDENO[1,2-C]ISOQUINOLIN-6-IUM;!AI-III-52;!DB07354;!Q27096577
CC(C1=CC=CC=C1Cl)OC2=C(SC(=C2)N3C=NC4=CC(=C(C=C43)OC)OC)C(=O)N	632	Yes	1	1	0	457.0863050	0	31	6	1	0	457.9	457.0863050	7	117 Å²	0	0		4.8	11957417	UHCHLTQBLNUYRT-GFCCVEGCSA-N		C22H20ClN3O4S	GSK237701A;!5-[5,6-Bis(Methyloxy)-1h-Benzimidazol-1-Yl]-3-{[1-(2-Chlorophenyl)ethyl]oxy}-2-Thiophenecarboxamide;!CHEMBL222419;!SCHEMBL4034890;!BDBM28206
CCC1=CC(=C2C(=C(NN2)C)C3=CC4=C(C=C3)OCCO4)C(=O)C=C1O	747	Yes	1	0	1	352.14230712	0	26	6	3	0	352.4	352.14230712	2	79.8 A^2	0	0		2.7	5327091	BBTMGPQSLSYPHE-ZHZULCJRSA-N		C20H20N2O4	
CC1=C(C2=C(N1C(=O)C3=CC=C(C=C3)I)C=CC(=C2)OC)CC(=O)O	506	Yes	1	0	0	449.01241	0	25	4	1	0	449.2	449.01241	4	68.5 Å²	0	0	4.3		447835	CXBFZYKAVCAPSV-UHFFFAOYSA-N		C19H16INO4	Iodoindomethacin;!1-(4-IODOBENZOYL)-5-METHOXY-2-METHYL INDOLE-3-ACETIC ACID;!CHEMBL590284;!IMM;!SCHEMBL13290295
COC1=C(C=C(C=C1)C2=NN(C3=NC=NC(=C23)N)C4CCC4)OC	435	Yes	1	0	0	325.15387487	0	24	6	1	0	325.4	325.15387487	4	88.1 Å²	0	0		2.3	24905153	ITOYZJGFTNTKKR-UHFFFAOYSA-N		C17H19N5O2	1-cyclobutyl-3-(3,4-dimethoxyphenyl)-1H-pyrazolo[3,4-d]pyrimidin-4-amine;!CHEMBL1233881;!SCHEMBL21067912;!BDBM36408;!DB08053
CC(C)OC1=CC2=C(C=C1)C3=C(CC2)C4=C(C5=CC=CC=C5N4CCO)C6=C3C(=O)N=C6	753	Yes	1	0	0	424.17869263	0	32	3	1	0	424.5	424.17869263	4	63.8 Å²	0	0		4.3	25203955	FGKKIHITEICGMN-UHFFFAOYSA-N		C27H24N2O3	12-(2-hydroxyethyl)-2-(1-methylethoxy)-13,14-dihydronaphtho[2,1-a]pyrrolo[3,4-c]carbazol-5(12H)-one;!SCHEMBL21067423;!DB08703;!Q27097889
CC(C)C(CO)N1C=C(C(=O)C2=C1C=C(C(=C2)CC3=C(C(=CC=C3)Cl)F)OC)C(=O)O	702	Yes	1	1	0	447.1248787	0	31	7	2	0	447.9	447.1248787	7	87.1 Å²	0	0		5.3	5277135	JUZYLCPPVHEVSV-LJQANCHMSA-N		C23H23ClFNO5	Elvitegravir;!697761-98-1;!GS-9137;!JTK-303;!Vitekta
CC(=C)C1CC2=C(O1)C=CC3=C2OC4COC5=CC(=C(C=C5C4C3=O)OC)OC	664	Yes	1	3	0	394.14163842	0	29	6	0	0	394.4	394.14163842	3	63.2 Å²	0	0	4.1		6758	JUVIOZPCNVVQFO-HBGVWJBISA-N		C23H22O6	
CN1CCC2=CC3=C(C=C2C1C4C5=C(C6=C(C=C5)OCO6)C(=O)O4)OCO3	615	Yes	1	2	0	367.10558726	0	27	7	0	0	367.4	367.10558726	1	66.5 Å²	0	0		2.6	10237	IYGYMKDQCDOMRE-ZWKOTPCHSA-N		C20H17NO6	
CC1=C(C2=C(O1)C=C(C=C2)OC3=NC=NC4=CC(=C(C=C43)OC)OC)C(=O)NC	579	Yes	1	0	0	393.13247072	0	29	7	1	0	393.4	393.13247072	5	95.7 Å²	0	0		3.4	44480399	BALLNEJQLSTPIO-UHFFFAOYSA-N		C21H19N3O5	Fruquintinib;!1194506-26-7;!HMPL-013;!Fruquintinib(HMPL-013);!HMPL013
C1C2(C3=CC=CC=C3N(C2=O)CC4=CC=C(O4)C(F)(F)F)C5=CC6=C(C=C5O1)OCO6	734	Yes	1	1	0	429.08240703	0	31	8	0	0	429.3	429.08240703	2	61.1 Å²	0	0		3.5	49836093	NEBUOXBYNAHKFV-NRFANRHFSA-N		C22H14F3NO5	
CN(C)CCCN1C2=C3C(=C4C=C(C=CC4=NC3=C(C=C2)[N+](=O)[O-])OC)N1	542	Yes	1	0	0	367.16443955	0	27	7	1	0	367.4	367.16443955	5	86.4 A^2	0	0		3.8	5351360	HVRZAFDJOWIDMM-UHFFFAOYSA-N		C19H21N5O3	
CC(C)(C)C1=CC=C(C=C1)C2=C(N(C3=CC=CC=C32)CC4=CC(=CC(=C4)OCCOC)OCCOC)C(=O)O	729	Yes	1	0	0	531.26208790	0	39	6	1	0	531.6	531.26208790	13	79.2 Å²	0	0		6.4	24946920	OIDYMQICWGYEDR-UHFFFAOYSA-N		C32H37NO6	GSK376501A;!GSK-376501;!1010412-80-2;!GSK-376501A;!UNII-7511RY999U
																								
																								
																								
																								
CC1=C(C2=C(N1C(=O)C3=CC=C(C=C3)Cl)C=CC(=C2)OC)CC(=O)OCC(=O)O	620	Yes	1	0	0	415.0822650	0	29	6	1	0	415.8	415.0822650	7	94.8 Å²	0	0	4.2		1981	FSQKKOOTNAMONP-UHFFFAOYSA-N		C21H18ClNO6	
																								
																								
																								
																								
																								
CC1=NC2=C(N1)CCN(C3=CC=CC=C32)C(=O)C4=CC=C(C=C4)NC(=O)C5=CC=CC=C5C6=CC=CC=C6	820	Yes	1	0	0	498.20557608	0	38	3	2	0	498.6	498.20557608	4	78.1 Å²	0	0		5.7	151171	IKENVDNFQMCRTR-UHFFFAOYSA-N		C32H26N4O2	Conivaptan;!210101-16-9;!YM087;!YM-087;!Conivaptan (INN)
CCCC1=NC2=C(N1CC3=CC=C(C=C3)C4=CC=CC=C4C(=O)O)C=C(C=C2C)C5=NC6=CC=CC=C6N5C	831	Yes	1	0	0	514.23687621	0	39	4	1	0	514.6	514.23687621	7	72.9 Å²	0	0		6.9	65999	RMMXLENWKUUMAY-UHFFFAOYSA-N		C33H30N4O2	
C1CN(CCN1CCOC(=O)C2=CC=CC=C2NC3=C4C=CC(=CC4=NC=C3)C(F)(F)F)C5=CC=CC(=C5)C(F)(F)F	881	Yes	1	0	0	588.19599506	0	42	12	1	0	588.5	588.19599506	8	57.7 Å²	0	0		7.5	68723	NWGGKKGAFZIVBJ-UHFFFAOYSA-N		C30H26F6N4O2	Antrafenine;!55300-29-3;!UNII-21FS93Y6OE;!antrafenine dihydrochloride;!Stakane
CC(C1=CC=CC=C1)NC2=NC=CC(=N2)C3=C(N=C(N3C)C4CCNCC4)C5=CC(=CC=C5)C(F)(F)F	711	Yes	1	1	0	506.24057944	0	37	8	2	0	506.6	506.24057944	6	67.7 Å²	0	0		4.9	447721	QICPQLFMWYQJGX-SFHVURJKSA-N		C28H29F3N6	4-[5-[2-(1-PHENYL-ETHYLAMINO)-PYRIMIDIN-4-YL]-1-METHYL-4-(3-TRIFLUOROMETHYLPHENYL)-1H-IMIDAZOL-2-YL]-PIPERIDINE;!CHEMBL305178;!4-{1-methyl-2-piperidin-4-yl-4-[3-(trifluoromethyl)phenyl]-1H-imidazol-5-yl}-N-[(1S)-1-phenylethyl]pyrimidin-2-amine;!1ouk;!pyrimidine imidazole compound 1
C1CN(CC(N1)CC2=CC=CC=C2)C3=NN=C(C(=C3)C4=CC=NC=C4)C5=CC6=CC=CC=C6C=C5	645	Yes	1	1	0	457.22664588	0	35	5	1	0	457.6	457.22664588	5	53.9 Å²	0	0		5.1	4369379	WFSFNKVFXLIZIY-MHZLTWQESA-N		C30H27N5	6((S)-3-BENZYLPIPERAZIN-1-YL)-3-(NAPHTHALEN-2-YL)-4-(PYRIDIN-4-YL)PYRAZINE;!1yqj;!6NP;!6-[(3S)-3-benzylpiperazin-1-yl]-3-naphthalen-2-yl-4-pyridin-4-ylpyridazine;!DB01988
C1CCC2=NC3=CC=CC=C3C(=C2C1)NCCN4C=C(N=N4)CCCCCC[N+]5=C6C=C(C=CC6=C7C=CC(=CC7=C5C8=CC=CC=C8)N)N	1040	Yes	1	0	0	661.37671847	1	50	6	3	0	661.9	661.37671847	12	112 Å²	0	0		8.3	5289507	NAARZDJZGYBXKL-UHFFFAOYSA-O		C42H45N8+	3,8-DIAMINO-6-PHENYL-5-[6-[1-[2-[(1,2,3,4-TETRAHYDRO-9-ACRIDINYL)AMINO]ETHYL]-1H-1,2,3-TRIAZOL-4-YL]HEXYL]-PHENANTHRIDINIUM;!CHEMBL540657;!CHEMBL455333;!SCHEMBL4995063;!BDBM50377920
C1CN(CCN1)C2=CC(=C3CNC(=O)N(C3=C2)C4=C(C=CC=C4Cl)Cl)C5=C(C=C(C=C5)F)F	689	Yes	1	0	0	488.0982230	0	33	5	2	0	489.3	488.0982230	3	47.6 Å²	0	0		4.8	4630909	YAWZIQKDHQIHOS-UHFFFAOYSA-N		C24H20Cl2F2N4O	CHEMBL94417;!1-(2,6-DICHLOROPHENYL)-5-(2,4-DIFLUOROPHENYL)-7-PIPERAZIN-1-YL-3,4-DIHYDROQUINAZOLIN-2(1H)-ONE;!quinazolinone compound 2;!SCHEMBL4314089;!BDBM15241
C1CCC2=NC3=CC=CC=C3C(=C2C1)NCCN4C(=CN=N4)CCCCCC[N+]5=C6C=C(C=CC6=C7C=CC(=CC7=C5C8=CC=CC=C8)N)N	1040	Yes	1	0	0	661.37671847	1	50	6	3	0	661.9	661.37671847	12	112 Å²	0	0		8.3	5289508	ISUOMOOYAOQQPZ-UHFFFAOYSA-O		C42H45N8+	CHEMBL117651;!3,8-DIAMINO-6-PHENYL-5-[6-[1-[2-[(1,2,3,4-TETRAHYDRO-9-ACRIDINYL)AMINO]ETHYL]-1H-1,2,3-TRIAZOL-5-YL]HEXYL]-PHENANTHRIDINIUM;!SCHEMBL4992428;!BDBM50149201;!DB03005
CC1=C(C=C(C=C1)NC2=NC=CC(=N2)C3=CC(=NC=C3)N4CCN(CC4)CCN)Cl	516	Yes	1	0	0	423.1938216	0	30	7	2	0	423.9	423.1938216	6	83.2 Å²	0	0		3	656967	RHOOHUMOHVIXEF-UHFFFAOYSA-N		C22H26ClN7	4-{2-[4-(2-AMINOETHYL)PIPERAZIN-1-YL]PYRIDIN-4-YL}-N-(3-CHLORO-4-METHYLPHENYL)PYRIMIDIN-2-AMINE;!1y2f;!WAI;!SCHEMBL4315041;!CHEMBL1161626
CN1CCN(CC1)C2=CC3=C(C=C2)N=C(N3)C4=CC5=C(C=C4)N=C(N5)C6=CC=C(C=C6)N(C)C	672	Yes	1	0	0	451.24844395	0	34	5	2	0	451.6	451.24844395	4	67.1 Å²	0	0		4.4	448202	VMCOQLKKSNQANE-UHFFFAOYSA-N		C27H29N7	Hoechst 34580;!23555-00-2;!2'-(4-DIMETHYLAMINOPHENYL)-5-(4-METHYL-1-PIPERAZINYL)-2,5'-BI-BENZIMIDAZOLE;!N,N-dimethyl-4-[6-[6-(4-methylpiperazin-1-yl)-1H-benzimidazol-2-yl]-1H-benzimidazol-2-yl]aniline;!BBZ
CC(=O)N(C)C1=CC=CC(=C1)C2=NN=C3N2N=C(C=C3)C4=CC=CC=C4	495	Yes	1	0	0	343.14331018	0	26	4	0	0	343.4	343.14331018	3	63.4 Å²	0	0		2.4	5287936	ALBWBHNFOJJMCV-UHFFFAOYSA-N		C20H17N5O	N-METHYL-N-[3-(6-PHENYL[1,2,4]TRIAZOLO[4,3-B]PYRIDAZIN-3-YL)PHENYL]ACETAMIDE;!CHEMBL369180;!1y2g;!SCHEMBL4314112;!BDBM50162321
CC1=NC(=CC=C1)C2=NN3CCCC3=C2C4=CC=C(C=C4)F	383	Yes	1	0	0	293.13282569	0	22	3	0	0	293.3	293.13282569	2	30.7 Å²	0	0		3.3	5287525	NBDZLUOYAAVYHF-UHFFFAOYSA-N		C18H16FN3	3-(4-FLUOROPHENYL)-2-(6-METHYLPYRIDIN-2-YL)-5,6-DIHYDRO-4H-PYRROLO[1,2-B]PYRAZOLE;!LY-580276;!CHEMBL121790;!476475-07-7;!3-(4-Fluorophenyl)-5,6-dihydro-2-(6-methyl-2-pyridinyl)-4H-pyrrolo[1,2-b]pyrazole
C1CN(CCN1CC2=CC(=CC=C2)C3=CC=CC=C3)C4=CC=CC5=C4OC(=O)N5	556	Yes	1	0	0	385.17902698	0	29	4	1	0	385.5	385.17902698	4	44.8 Å²	0	0		4.2	208951	CYGODHVAJQTCBG-UHFFFAOYSA-N		C24H23N3O2	Bifeprunox;!350992-10-8;!7-[4-[(3-phenylphenyl)methyl]piperazin-1-yl]-3H-1,3-benzoxazol-2-one;!UNII-AP69E83Z79;!CHEMBL218166
CC1=CC(=CC2=C1N=C(N=N2)NC3=CC=C(C=C3)OCCN4CCCC4)C5=C(C=CC(=C5)OC(=O)C6=CC=CC=C6)Cl	848	Yes	1	0	0	579.2037175	0	42	8	1	0	580.1	579.2037175	10	89.5 Å²	0	0		7	11973736	JMGXJHWTVBGOKG-UHFFFAOYSA-N		C33H30ClN5O3	867331-82-6;!TG 100801;!TG100801;!TG-100801;!UNII-1VZO7A0J9S
																								
CN1CCN(CC1)C2=CC3=C(C=C2)NC(=C4C(=C5C(=NC4=O)C=CC=C5F)N)N3	893	Yes	1	0	1	392.17608748	0	29	7	3	0	392.4	392.17608748	1	86 A^2	0	0		1.6	9977819	KCOYQXZDFIIGCY-CZIZESTLSA-N		C21H21FN6O	
																								
																								
																								
CN1CCN(CC1)C2=CC=C(C=C2)C3=CC4=C(NC=C4NC(=O)C5=CN=CC=C5)N=C3	601	Yes	1	0	0	412.20115941	0	31	5	2	0	412.5	412.20115941	4	77.2 Å²	0	0		2.6	6914568	YJWJKKXGAPWLGT-UHFFFAOYSA-N		C24H24N6O	N-{5-[4-(4-METHYLPIPERAZIN-1-YL)PHENYL]-1H-PYRROLO[2,3-B]PYRIDIN-3-YL}NICOTINAMIDE;!N-{5-[4-(4-methylpiperazin-1-yl)phenyl]-1H-pyrrolo[2,3-b]pyridin-3-yl}pyridine-3-carboxamide;!SCHEMBL7112564;!CHEBI:39634;!ZINC16051756
C1=CC=C(C=C1)C2=NC3=C(C=NN3C(=C2)NCC4=CN=CC=C4)CO	417	Yes	1	0	0	331.14331018	0	25	5	2	0	331.4	331.14331018	5	75.3 Å²	0	0		1.8	21066379	RBLKWWBHDUBPFN-UHFFFAOYSA-N		C19H17N5O	(5-phenyl-7-(pyridin-3-ylmethylamino)pyrazolo[1,5-a]pyrimidin-3-yl)methanol;!2r3o;!CHEMBL400520;!SCHEMBL12953527;!DB06983
C1=CC(=C(C(=C1)Cl)Cl)C2=NC3=C(C=NN3C(=C2)NCC4=CC=NC=C4)SC#N	568	Yes	1	0	0	426.0221210	0	28	6	1	0	427.3	426.0221210	5	104 Å²	0	0		4.5	44629555	AHPKUZJCNHGFQA-UHFFFAOYSA-N		C19H12Cl2N6S	5-(2,3-Dichlorophenyl)-N-(Pyridin-4-Ylmethyl)-3-Thiocyanatopyrazolo[1,5-A]pyrimidin-7-Amine;!2r3p;!SCHEMBL21067760;!DB07065;!Q27095980
C1CN(CCN1)CCNC2=C3C(=C(OC3=NC=C2)C4=CC=CC=C4)C5=CC=CC=C5	513	Yes	1	0	0	398.21066147	0	30	5	2	0	398.5	398.21066147	6	53.3 Å²	0	0		4.2	11553058	QUIQCYFSBGOBKE-UHFFFAOYSA-N		C25H26N4O	2,3-DIPHENYL-N-(2-PIPERAZIN-1-YLETHYL)FURO[2,3-B]PYRIDIN-4-AMINE;!FURANOPYRIDINE 8;!2,3-diphenyl-N-[2-(piperazin-1-yl)ethyl]furo[2,3-b]pyridin-4-amine;!CHEMBL392990;!SCHEMBL3573445
CC1=CC=CC=C1C2=NC3=C(C=NN3C(=C2)NCC4=C[N+](=CC=C4)[O-])Br	469	Yes	1	0	0	409.05382	0	26	4	1	0	410.3	409.05382	4	67.7 Å²	0	0		2.8	11304412	DXUJQXZHHGJMFM-UHFFFAOYSA-N		C19H16BrN5O	3-((3-Bromo-5-O-Tolylpyrazolo[1,5-A]pyrimidin-7-Ylamino)methyl)pyridine 1-Oxide;!CHEMBL249334;!SCHEMBL12953179;!DB07179;!Q27096096
CN1CCN(CC1)C2=CC=C(C=C2)C(=O)NC3=NNC4=CN(C=C43)C(=O)CC5=CC=CS5	679	Yes	1	0	0	448.16814520	0	32	6	2	0	448.5	448.16814520	5	115 Å²	0	0		2.6	11963557	TYYNSDQVFIOSFH-UHFFFAOYSA-N		C23H24N6O2S	4-(4-Methylpiperazin-1-Yl)-N-[5-(2-Thienylacetyl)-1,5-Dihydropyrrolo[3,4-C]pyrazol-3-Yl]benzamide;!SCHEMBL21067577;!DB07186;!Q27096104;!4-(4-methylpiperazin-1-yl)-N-[5-(thiophen-2-ylacetyl)-1,5-dihydropyrrolo[3,4-c]pyrazol-3-yl]benzamide
C1=CC=C(C=C1)C2=NC3=C(C=NN3C(=C2)NCC4=CC=NC=C4)Br	397	Yes	1	0	0	379.04326	0	24	4	1	0	380.2	379.04326	4	55.1 Å²	0	0		3.4	10339710	JECHSYMSTXETFI-UHFFFAOYSA-N		C18H14BrN5	3-bromo-5-phenyl-N-(pyridin-4-ylmethyl)pyrazolo[1,5-a]pyrimidin-7-amine;!US8580782, 1;!CHEMBL401377;!SCHEMBL12953491;!BDBM105234
